tire_key,tire_no,tire_no_raw,source_pdf_page,size_raw,manufacturer_code,manufacturer_name,brand_name_raw,cords_raw,construction_type,construction_name,construction_source,remarks_raw,mapped_package_count,exact_ocr_package_count,best_mapping_confidence,first_data_volume,first_data_page,measurement_page_count,cornering_coeff_page_count,braking_coeff_page_count,evidence_class,transcription_status,identity_scope,racing_applicability_default,curve_digitization_status
TIRF-479,479,479,233,OR78-14,GY,Goodyear,Suburbanite Steel Belted Radial ZP+ZS/ZP,R,R,Radial Ply,Appendix B OCR / direct row,,1,0,LOW,9,204,2,0,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-480,480,480,233,GR78-14,GY,Goodyear,Suburbanite Steel Belted Radial ZP+ZS/ZP,R,R,Radial Ply,Appendix B OCR / direct row,,1,0,MEDIUM,9,210,1,1,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-481,481,481,233,OR7I-14,GY,Goodyear,!Suburbanite Steel Belted Radial ZP+ZS/ZP,R,R,Radial Ply,Appendix B OCR / direct row,,2,0,MEDIUM,9,218,3,2,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-482,482,•;482,233,OR78-14,GY,Goodyear,,,R,Radial Ply,Table 3-14 cross-index (Appendix B OCR blank),.,0,0,,,,0,0,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-483,483,483,233,OR78-14,GY,Goodyear,~uburbanite Steel Belted Radial ZP+ZS/ZP,R,R,Radial Ply,Appendix B OCR / direct row,,2,0,MEDIUM,9,234,4,2,2,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-484,484,484,233,GR70-15,UN,Uniroyal,PR6 ZP+ZS/ZP,", R",R,Radial Ply,Appendix B OCR / direct row,,1,0,LOW,9,250,1,1,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-485,485,485,233,FR78-15,GY,Goodyear,~teel Belted Radial ZP+ZS/ZP,R,R,Radial Ply,Appendix B OCR / direct row,,0,0,,,,0,0,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-486,486,486,233,OR70-15,CO,Cooper,Steel Belted Radial ZP+ZS/ZP,R,R,Radial Ply,Appendix B OCR / direct row,,0,0,,,,0,0,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-487,487,487,233,LR78-15,CO,Cooper,Isteel Belted Radial . ZP+ZS+I.N/ZP,R,R,Radial Ply,Appendix B OCR / direct row,,1,0,LOW,9,258,2,1,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-488,488,488,233,JR78-15,GY,Goodyear,Isteel Belted Radlal ZP+ZS/ZP,R,R,Radial Ply,Appendix B OCR / direct row,,2,0,MEDIUM,9,266,5,3,2,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-489,489,489,233,FR78-14,GY,Goodyear,Steel Belted Radial ZP+ZS+IN,/ZP R,R,Radial Ply,Appendix B OCR / direct row,I,1,0,LOW,9,290,2,1,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-490,490,490,233,HR78-15,UN,Uniroyal,Isteel Belted Radial ZP+ZS+ZN,/ZP R,R,Radial Ply,Appendix B OCR / direct row,.,1,0,LOW,9,298,1,1,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-491,491,491,233,HR70-15,UN,Uniroyal,Steel Belted Radial ZP+ZS+ZN/2P,R,R,Radial Ply,Appendix B OCR / direct row,,1,0,MEDIUM,9,306,2,1,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-492,492,492,233,GR78-15,UN,Uniroyal,Isteel Belted Radial ZP+ZS+ZN,/2P R,R,Radial Ply,Appendix B OCR / direct row,,1,1,HIGH,9,314,2,1,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-493,493,493,235,G78-14,GY,Goodyear,Custom Power Cushion Polyglas 2P+2F/ZP,,BB,Bias Belted,Appendix B OCR / direct row,Correlation tests .,0,0,,,,0,0,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-494,494,494,235,GR78-14,GY,Goodyear,Custom Steelgard Radial 2P+2S+IN,12P,R,Radial Ply,Appendix B OCR / direct row,Correlation test.,0,0,,,,0,0,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-495,495,495,235,G78-14,GY,Goodyear,Powe r Streak 78 4P,,R,Radial Ply,Appendix B OCR / direct row,Correlation .. test.,0,0,,,,0,0,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-496,496,496,235,G78-14,GY,Goodyear,Power Streak 78 4P,,B,Bias Ply,Appendix B OCR / direct row,Correlation tests,0,0,,,,0,0,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-619,619,l>19,235,7.50-16 LT,GY,Goodyear,Custom Hi Miler N,,B,Bias Ply,Appendix B OCR / direct row,TT,1,1,HIGH,9,322,2,1,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-620,620,620,235,7.50-16 LT,GY,Goodyear,Custom Hi Miler N,,B,Bias Ply,Appendix B OCR / direct row,TT .,1,0,MEDIUM,9,328,2,1,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-621,621,621,235,7.50R16LT,GY,Goodyear,Custom Flexsteel LT pIS,,R,Radial Ply,Appendix B OCR / direct row,TT .,1,0,HIGH,9,334,6,2,2,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-622,622,62Z,235,7.00-15 LT,GY,Goodyear,Custom Hi Miler N,,B,Bias Ply,Appendix B OCR / direct row,TT,0,0,,,,0,0,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
