document_target_id,status,priority_score,weakness_id,weakness,era,year_start,year_end,series_class,supplier,evidence_subtopic,repository_target,target_document_type,search_query,expected_evidence_fields,must_extract,acceptance_rule,do_not_infer,priority
DOC-01409,TO_ACQUIRE_REAL_DOCUMENT,115,W01_PRESSURE_TEMP_SETUP,"Historical race cold/hot pressure, pyrometer/tread/core temperature, pressure-rise and setup evidence",2002-2010,2002,2010,1950s-60s sports racing,Michelin,cold-to-hot pressure rise,motorsportmagazine.com archive,period race report / technical feature,"""Michelin"" ""1950s-60s sports racing"" 2002 2010 tire tyre cold-to-hot pressure rise homologation/regulation",pressure;temperature;pyrometer;setup,exact title; authors/organization; date; DOI/report/patent/regulation ID; stable URL; page/table/figure/section; units and test conditions; direct measurements vs observations vs rules; applicability and limitations; affected Tire Lab family/class; evidence confidence,"Resolve this target to ONE unique real document. A search-result page, category page, snippet, AI summary, or duplicate does not count. If no qualifying document is found after reasonable search, mark NO_DOCUMENT_FOUND and preserve the gap.",Do not invent numeric racing coefficients. Do not transfer passenger/truck/aircraft absolute magnitudes into racing without an explicit applicability bridge. Do not treat modern historic guidance as original-period data.,P1
DOC-01410,TO_ACQUIRE_REAL_DOCUMENT,130,W01_PRESSURE_TEMP_SETUP,"Historical race cold/hot pressure, pyrometer/tread/core temperature, pressure-rise and setup evidence",1987-1991,1987,1991,Le Mans GT1,Goodyear,camber temperature spread,FIA Historic Database,regulation/homologation,"""Goodyear"" ""Le Mans GT1"" 1987 1991 tire tyre camber temperature spread homologation/regulation",pressure;temperature;pyrometer;setup,exact title; authors/organization; date; DOI/report/patent/regulation ID; stable URL; page/table/figure/section; units and test conditions; direct measurements vs observations vs rules; applicability and limitations; affected Tire Lab family/class; evidence confidence,"Resolve this target to ONE unique real document. A search-result page, category page, snippet, AI summary, or duplicate does not count. If no qualifying document is found after reasonable search, mark NO_DOCUMENT_FOUND and preserve the gap.",Do not invent numeric racing coefficients. Do not transfer passenger/truck/aircraft absolute magnitudes into racing without an explicit applicability bridge. Do not treat modern historic guidance as original-period data.,P0
DOC-01411,TO_ACQUIRE_REAL_DOCUMENT,125,W01_PRESSURE_TEMP_SETUP,"Historical race cold/hot pressure, pyrometer/tread/core temperature, pressure-rise and setup evidence",1972-1976,1972,1976,Indy/USAC/CART,Bridgestone/other,track temperature effect,motorsportmagazine.com archive,period race report / technical feature,"""Indy/USAC/CART"" 1972 1976 tire tyre track temperature effect homologation/regulation",pressure;temperature;pyrometer;setup,exact title; authors/organization; date; DOI/report/patent/regulation ID; stable URL; page/table/figure/section; units and test conditions; direct measurements vs observations vs rules; applicability and limitations; affected Tire Lab family/class; evidence confidence,"Resolve this target to ONE unique real document. A search-result page, category page, snippet, AI summary, or duplicate does not count. If no qualifying document is found after reasonable search, mark NO_DOCUMENT_FOUND and preserve the gap.",Do not invent numeric racing coefficients. Do not transfer passenger/truck/aircraft absolute magnitudes into racing without an explicit applicability bridge. Do not treat modern historic guidance as original-period data.,P0
DOC-01412,TO_ACQUIRE_REAL_DOCUMENT,145,W01_PRESSURE_TEMP_SETUP,"Historical race cold/hot pressure, pyrometer/tread/core temperature, pressure-rise and setup evidence",1950-1959,1950,1959,BPR GT1,Avon,pressure vs footprint,FIA Historic Database,regulation/homologation,"""Avon"" ""BPR GT1"" 1950 1959 tire tyre pressure vs footprint homologation/regulation",pressure;temperature;pyrometer;setup,exact title; authors/organization; date; DOI/report/patent/regulation ID; stable URL; page/table/figure/section; units and test conditions; direct measurements vs observations vs rules; applicability and limitations; affected Tire Lab family/class; evidence confidence,"Resolve this target to ONE unique real document. A search-result page, category page, snippet, AI summary, or duplicate does not count. If no qualifying document is found after reasonable search, mark NO_DOCUMENT_FOUND and preserve the gap.",Do not invent numeric racing coefficients. Do not transfer passenger/truck/aircraft absolute magnitudes into racing without an explicit applicability bridge. Do not treat modern historic guidance as original-period data.,P0
DOC-01413,TO_ACQUIRE_REAL_DOCUMENT,125,W01_PRESSURE_TEMP_SETUP,"Historical race cold/hot pressure, pyrometer/tread/core temperature, pressure-rise and setup evidence",1992-1996,1992,1996,Formula 2/F3000,Michelin,cavity/internal air temperature,motorsportmagazine.com archive,period race report / technical feature,"""Michelin"" ""Formula 2/F3000"" 1992 1996 tire tyre cavity/internal air temperature homologation/regulation",pressure;temperature;pyrometer;setup,exact title; authors/organization; date; DOI/report/patent/regulation ID; stable URL; page/table/figure/section; units and test conditions; direct measurements vs observations vs rules; applicability and limitations; affected Tire Lab family/class; evidence confidence,"Resolve this target to ONE unique real document. A search-result page, category page, snippet, AI summary, or duplicate does not count. If no qualifying document is found after reasonable search, mark NO_DOCUMENT_FOUND and preserve the gap.",Do not invent numeric racing coefficients. Do not transfer passenger/truck/aircraft absolute magnitudes into racing without an explicit applicability bridge. Do not treat modern historic guidance as original-period data.,P0
DOC-01414,TO_ACQUIRE_REAL_DOCUMENT,115,W01_PRESSURE_TEMP_SETUP,"Historical race cold/hot pressure, pyrometer/tread/core temperature, pressure-rise and setup evidence",1977-1981,1977,1981,Group A/DTM touring,Goodyear,hot pressure target,FIA Historic Database,regulation/homologation,"""Goodyear"" ""Group A/DTM touring"" 1977 1981 tire tyre hot pressure target homologation/regulation",pressure;temperature;pyrometer;setup,exact title; authors/organization; date; DOI/report/patent/regulation ID; stable URL; page/table/figure/section; units and test conditions; direct measurements vs observations vs rules; applicability and limitations; affected Tire Lab family/class; evidence confidence,"Resolve this target to ONE unique real document. A search-result page, category page, snippet, AI summary, or duplicate does not count. If no qualifying document is found after reasonable search, mark NO_DOCUMENT_FOUND and preserve the gap.",Do not invent numeric racing coefficients. Do not transfer passenger/truck/aircraft absolute magnitudes into racing without an explicit applicability bridge. Do not treat modern historic guidance as original-period data.,P1
DOC-01415,TO_ACQUIRE_REAL_DOCUMENT,100,W01_PRESSURE_TEMP_SETUP,"Historical race cold/hot pressure, pyrometer/tread/core temperature, pressure-rise and setup evidence",1960-1965,1960,1965,General tire mechanics,Bridgestone/other,nitrogen vs air,motorsportmagazine.com archive,period race report / technical feature,"""General tire mechanics"" 1960 1965 tire tyre nitrogen vs air homologation/regulation",pressure;temperature;pyrometer;setup,exact title; authors/organization; date; DOI/report/patent/regulation ID; stable URL; page/table/figure/section; units and test conditions; direct measurements vs observations vs rules; applicability and limitations; affected Tire Lab family/class; evidence confidence,"Resolve this target to ONE unique real document. A search-result page, category page, snippet, AI summary, or duplicate does not count. If no qualifying document is found after reasonable search, mark NO_DOCUMENT_FOUND and preserve the gap.",Do not invent numeric racing coefficients. Do not transfer passenger/truck/aircraft absolute magnitudes into racing without an explicit applicability bridge. Do not treat modern historic guidance as original-period data.,P1
DOC-01416,TO_ACQUIRE_REAL_DOCUMENT,100,W01_PRESSURE_TEMP_SETUP,"Historical race cold/hot pressure, pyrometer/tread/core temperature, pressure-rise and setup evidence",1997-2001,1997,2001,NASCAR stock car,Pirelli,speed cooling,FIA Historic Database,regulation/homologation,"""Pirelli"" ""NASCAR stock car"" 1997 2001 tire tyre speed cooling homologation/regulation",pressure;temperature;pyrometer;setup,exact title; authors/organization; date; DOI/report/patent/regulation ID; stable URL; page/table/figure/section; units and test conditions; direct measurements vs observations vs rules; applicability and limitations; affected Tire Lab family/class; evidence confidence,"Resolve this target to ONE unique real document. A search-result page, category page, snippet, AI summary, or duplicate does not count. If no qualifying document is found after reasonable search, mark NO_DOCUMENT_FOUND and preserve the gap.",Do not invent numeric racing coefficients. Do not transfer passenger/truck/aircraft absolute magnitudes into racing without an explicit applicability bridge. Do not treat modern historic guidance as original-period data.,P1
DOC-01417,TO_ACQUIRE_REAL_DOCUMENT,100,W01_PRESSURE_TEMP_SETUP,"Historical race cold/hot pressure, pyrometer/tread/core temperature, pressure-rise and setup evidence",1982-1986,1982,1986,Historic racing reference,Firestone,temperature equilibrium,motorsportmagazine.com archive,period race report / technical feature,"""Firestone"" ""Historic racing reference"" 1982 1986 tire tyre temperature equilibrium homologation/regulation",pressure;temperature;pyrometer;setup,exact title; authors/organization; date; DOI/report/patent/regulation ID; stable URL; page/table/figure/section; units and test conditions; direct measurements vs observations vs rules; applicability and limitations; affected Tire Lab family/class; evidence confidence,"Resolve this target to ONE unique real document. A search-result page, category page, snippet, AI summary, or duplicate does not count. If no qualifying document is found after reasonable search, mark NO_DOCUMENT_FOUND and preserve the gap.",Do not invent numeric racing coefficients. Do not transfer passenger/truck/aircraft absolute magnitudes into racing without an explicit applicability bridge. Do not treat modern historic guidance as original-period data.,P1
DOC-01418,TO_ACQUIRE_REAL_DOCUMENT,140,W01_PRESSURE_TEMP_SETUP,"Historical race cold/hot pressure, pyrometer/tread/core temperature, pressure-rise and setup evidence",1966-1971,1966,1971,Group 4/5 GT,Dunlop,pressure vs deflection,race team/setup book archive,setup book / test sheet,"""Dunlop"" ""Group 4/5 GT"" 1966 1971 tire tyre pressure vs deflection homologation/regulation",pressure;temperature;pyrometer;setup,exact title; authors/organization; date; DOI/report/patent/regulation ID; stable URL; page/table/figure/section; units and test conditions; direct measurements vs observations vs rules; applicability and limitations; affected Tire Lab family/class; evidence confidence,"Resolve this target to ONE unique real document. A search-result page, category page, snippet, AI summary, or duplicate does not count. If no qualifying document is found after reasonable search, mark NO_DOCUMENT_FOUND and preserve the gap.",Do not invent numeric racing coefficients. Do not transfer passenger/truck/aircraft absolute magnitudes into racing without an explicit applicability bridge. Do not treat modern historic guidance as original-period data.,P0
