weakness,subjectPeriodStart,subjectPeriodEnd,historicalClass,supplier,documentType,activeTargetCount
"W02_WEAR_LIFE_GRIP","1994","1996","BPR Global GT","Dunlop","race report/result/stint evidence","1"
"W02_WEAR_LIFE_GRIP","1977","1981","Formula 2 — 1972-1984","Avon","government technical report","1"
"W02_WEAR_LIFE_GRIP","1963","1965","Group 2 / ETCC — 1963-1969","Michelin","race report/result/stint evidence","1"
"W02_WEAR_LIFE_GRIP","1997","2001","Formula 1 — 1990s radial slick/grooved transition","Goodyear","government technical report","1"
"W02_WEAR_LIFE_GRIP","1982","1986","IMSA GTP","Bridgestone/other","race report/result/stint evidence","1"
"W02_WEAR_LIFE_GRIP","1966","1971","General Racing Tire","Pirelli","government technical report","1"
"W02_WEAR_LIFE_GRIP","2002","1972","Trans-Am — 1966-1972","Firestone","race report/result/stint evidence","1"
"W02_WEAR_LIFE_GRIP","1987","1991","Formula Ford — 1982-1992","Dunlop","government technical report","1"
"W02_WEAR_LIFE_GRIP","1972","1975","Group 2 / ETCC — 1970-1975","Avon","race report/result/stint evidence","1"
"W02_WEAR_LIFE_GRIP","1992","1996","Historic Racing Reference","Firestone","race report/result/stint evidence","1"
"W02_WEAR_LIFE_GRIP","1960","1965","USAC Championship Car / Indianapolis","Avon","technical paper","1"
"W02_WEAR_LIFE_GRIP","1997","2001","FIA GT — 1997-2009","Michelin","period race report / technical feature","1"
"W02_WEAR_LIFE_GRIP","1982","1986","Formula 3 — 1974-1986","Goodyear","technical paper","1"
"W02_WEAR_LIFE_GRIP","1966","1971","International rally — pre-WRC","Bridgestone/other","period race report / technical feature","1"
"W02_WEAR_LIFE_GRIP","2002","2010","Formula 1 — grooved-to-slick-return era","Pirelli","technical paper","1"
"W02_WEAR_LIFE_GRIP","1987","1991","IMSA GTP","Firestone","period race report / technical feature","1"
"W02_WEAR_LIFE_GRIP","1972","1976","General Racing Tire","Dunlop","technical paper","1"
"W02_WEAR_LIFE_GRIP","1950","1959","Touring / saloon racing — pre-1963","Avon","period race report / technical feature","1"
"W02_WEAR_LIFE_GRIP","1993","1996","Formula Ford — 1993-2010","Michelin","technical paper","1"
"W02_WEAR_LIFE_GRIP","1977","1981","Group 2 / ETCC — 1976-1981","Goodyear","period race report / technical feature","1"
"W02_WEAR_LIFE_GRIP","2002","2009","FIA GT — 1997-2009","Avon","peer-reviewed paper","1"
"W02_WEAR_LIFE_GRIP","1987","1990","Formula 3 — 1987-1990","Pirelli","supplier racing document","1"
"W02_WEAR_LIFE_GRIP","1972","1976","Rallycross — 1967-1981","Firestone","peer-reviewed paper","1"
"W02_WEAR_LIFE_GRIP","1950","1959","Formula 1 — early World Championship","Dunlop","supplier racing document","1"
"W02_WEAR_LIFE_GRIP","1993","1996","Le Mans Prototype transition","Avon","peer-reviewed paper","1"
"W02_WEAR_LIFE_GRIP","1977","1981","General Racing Tire","Michelin","supplier racing document","1"
"W02_WEAR_LIFE_GRIP","1960","1962","Touring / saloon racing — pre-1963","Goodyear","peer-reviewed paper","1"
"W02_WEAR_LIFE_GRIP","1997","2001","Historic Racing Reference","Bridgestone/other","supplier racing document","1"
"W02_WEAR_LIFE_GRIP","1966","1971","Sports racing / prototypes — 1964-1971","Firestone","supplier racing document","1"
"W02_WEAR_LIFE_GRIP","1972","1976","Historic Racing Reference","Michelin","government technical report","1"
"W02_WEAR_LIFE_GRIP","1992","1996","Formula 3 — 1991-2010","Bridgestone/other","government technical report","1"
"W02_WEAR_LIFE_GRIP","1977","1981","Rallycross — 1967-1981","Pirelli","race report/result/stint evidence","1"
"W02_WEAR_LIFE_GRIP","1960","1965","Formula 1 — early World Championship","Firestone","government technical report","1"
"W02_WEAR_LIFE_GRIP","2000","2001","DTM — silhouette era","Dunlop","race report/result/stint evidence","1"
"W02_WEAR_LIFE_GRIP","1982","1986","General Tire Mechanics","Bridgestone/other","government technical report","1"
"W02_WEAR_LIFE_GRIP","1966","1971","NASCAR stock car — 1950-1971","Pirelli","race report/result/stint evidence","1"
"W02_WEAR_LIFE_GRIP","2002","2010","Historic Racing Reference","Firestone","government technical report","1"
"W02_WEAR_LIFE_GRIP","1972","1976","Sports racing / prototypes — 1972-1981","Avon","government technical report","1"
"W02_WEAR_LIFE_GRIP","1950","1959","Sports racing / prototypes — 1950-1963","Michelin","race report/result/stint evidence","1"
"W02_WEAR_LIFE_GRIP","1994","1996","GT2 / GTS — 1994-2004 sanction-specific","Goodyear","government technical report","1"
"W02_WEAR_LIFE_GRIP","1977","1981","Historic Racing Reference","Bridgestone/other","technical paper","1"
"W02_WEAR_LIFE_GRIP","1997","2001","CART / Indy-car","Firestone","technical paper","1"
"W02_WEAR_LIFE_GRIP","1982","1986","Group C","Dunlop","period race report / technical feature","1"
"W02_WEAR_LIFE_GRIP","1967","1971","Formula 2 — 1967-1971","Avon","technical paper","1"
"W02_WEAR_LIFE_GRIP","2002","2010","DTM — silhouette era","Michelin","period race report / technical feature","1"
"W02_WEAR_LIFE_GRIP","1987","1991","General Tire Mechanics","Goodyear","technical paper","1"
"W02_WEAR_LIFE_GRIP","1972","1976","NASCAR stock car — 1972-1991","Bridgestone/other","period race report / technical feature","1"
"W02_WEAR_LIFE_GRIP","1950","1959","Historic Racing Reference","Pirelli","technical paper","1"
"W02_WEAR_LIFE_GRIP","1992","1993","Group C","Firestone","period race report / technical feature","1"
"W02_WEAR_LIFE_GRIP","1977","1981","Sports racing / prototypes — 1972-1981","Goodyear","technical paper","1"
"W02_WEAR_LIFE_GRIP","1960","1963","Sports racing / prototypes — 1950-1963","Bridgestone/other","period race report / technical feature","1"
"W02_WEAR_LIFE_GRIP","1982","1986","Historic Racing Reference","Firestone","supplier racing document","1"
"W02_WEAR_LIFE_GRIP","1966","1970","US GT / sports racing — pre-IMSA GT","Dunlop","peer-reviewed paper","1"
"W02_WEAR_LIFE_GRIP","2002","2003","CART / Indy-car","Avon","supplier racing document","1"
"W02_WEAR_LIFE_GRIP","1987","1991","Group C","Michelin","peer-reviewed paper","1"
"W02_WEAR_LIFE_GRIP","1972","1976","Formula 2 — 1972-1984","Goodyear","supplier racing document","1"
"W02_WEAR_LIFE_GRIP","1950","1959","Touring / saloon racing — pre-1963","Bridgestone/other","peer-reviewed paper","1"
"W02_WEAR_LIFE_GRIP","1992","1996","General Tire Mechanics","Pirelli","supplier racing document","1"
"W02_WEAR_LIFE_GRIP","1977","1981","NASCAR stock car — 1972-1991","Firestone","peer-reviewed paper","1"
"W02_WEAR_LIFE_GRIP","1960","1965","Historic Racing Reference","Dunlop","supplier racing document","1"
"W02_WEAR_LIFE_GRIP","1997","2001","Trans-Am — 1982-2001","Avon","peer-reviewed paper","1"
"W02_WEAR_LIFE_GRIP","1987","1991","Historic Racing Reference","Pirelli","government technical report","1"
"W02_WEAR_LIFE_GRIP","1972","1976","IMSA GT — 1971-1981","Michelin","race report/result/stint evidence","1"
"W02_WEAR_LIFE_GRIP","1950","1955","AAA Championship Car / Indianapolis","Goodyear","government technical report","1"
"W02_WEAR_LIFE_GRIP","1994","1996","BPR Global GT","Bridgestone/other","race report/result/stint evidence","1"
"W02_WEAR_LIFE_GRIP","1977","1981","Formula 2 — 1972-1984","Pirelli","government technical report","1"
"W02_WEAR_LIFE_GRIP","1963","1965","Group 2 / ETCC — 1963-1969","Firestone","race report/result/stint evidence","1"
"W02_WEAR_LIFE_GRIP","1997","2001","Formula 1 — 1990s radial slick/grooved transition","Dunlop","government technical report","1"
"W02_WEAR_LIFE_GRIP","1982","1986","IMSA GTP","Avon","race report/result/stint evidence","1"
"W02_WEAR_LIFE_GRIP","1966","1971","General Racing Tire","Michelin","government technical report","1"
"W02_WEAR_LIFE_GRIP","2002","1972","Trans-Am — 1966-1972","Goodyear","race report/result/stint evidence","1"
"W02_WEAR_LIFE_GRIP","1992","1996","Historic Racing Reference","Dunlop","technical paper","1"
"W02_WEAR_LIFE_GRIP","1977","1981","IMSA GT — 1971-1981","Avon","period race report / technical feature","1"
"W02_WEAR_LIFE_GRIP","1960","1965","USAC Championship Car / Indianapolis","Michelin","technical paper","1"
"W02_WEAR_LIFE_GRIP","1997","2001","FIA GT — 1997-2009","Goodyear","period race report / technical feature","1"
"W02_WEAR_LIFE_GRIP","1982","1986","Formula 3 — 1974-1986","Bridgestone/other","technical paper","1"
"W02_WEAR_LIFE_GRIP","1966","1971","International rally — pre-WRC","Avon","period race report / technical feature","1"
"W02_WEAR_LIFE_GRIP","2002","2010","Formula 1 — grooved-to-slick-return era","Michelin","technical paper","1"
"W02_WEAR_LIFE_GRIP","1987","1991","IMSA GTP","Goodyear","period race report / technical feature","1"
"W02_WEAR_LIFE_GRIP","1972","1976","General Racing Tire","Bridgestone/other","technical paper","1"
"W02_WEAR_LIFE_GRIP","1950","1959","Touring / saloon racing — pre-1963","Pirelli","period race report / technical feature","1"
"W02_WEAR_LIFE_GRIP","1993","1996","Formula Ford — 1993-2010","Firestone","technical paper","1"
"W02_WEAR_LIFE_GRIP","1977","1981","Group 2 / ETCC — 1976-1981","Dunlop","period race report / technical feature","1"
"W02_WEAR_LIFE_GRIP","1960","1965","Japanese GT / touring — pre-JGTC","Avon","technical paper","1"
"W02_WEAR_LIFE_GRIP","1997","1974","Can-Am — original","Michelin","supplier racing document","1"
"W02_WEAR_LIFE_GRIP","1982","1986","IMSA GT — 1982-1993","Goodyear","peer-reviewed paper","1"
"W02_WEAR_LIFE_GRIP","2002","2009","FIA GT — 1997-2009","Pirelli","peer-reviewed paper","1"
"W02_WEAR_LIFE_GRIP","1987","1990","Formula 3 — 1987-1990","Firestone","supplier racing document","1"
"W02_WEAR_LIFE_GRIP","1972","1976","Rallycross — 1967-1981","Dunlop","peer-reviewed paper","1"
"W02_WEAR_LIFE_GRIP","1950","1959","Formula 1 — early World Championship","Avon","supplier racing document","1"
"W02_WEAR_LIFE_GRIP","1993","1996","Le Mans Prototype transition","Michelin","peer-reviewed paper","1"
"W02_WEAR_LIFE_GRIP","1977","1981","General Racing Tire","Goodyear","supplier racing document","1"
"W02_WEAR_LIFE_GRIP","1960","1962","Touring / saloon racing — pre-1963","Dunlop","peer-reviewed paper","1"
"W02_WEAR_LIFE_GRIP","1997","2001","Historic Racing Reference","Avon","supplier racing document","1"
"W02_WEAR_LIFE_GRIP","2002","1974","Can-Am — original","Bridgestone/other","government technical report","1"
"W02_WEAR_LIFE_GRIP","1987","1991","IMSA GT — 1982-1993","Pirelli","race report/result/stint evidence","1"
"W02_WEAR_LIFE_GRIP","1972","1976","Historic Racing Reference","Firestone","government technical report","1"
"W02_WEAR_LIFE_GRIP","1992","1996","Formula 3 — 1991-2010","Avon","government technical report","1"
"W02_WEAR_LIFE_GRIP","1977","1981","Rallycross — 1967-1981","Michelin","race report/result/stint evidence","1"
"W02_WEAR_LIFE_GRIP","1960","1965","Formula 1 — early World Championship","Goodyear","government technical report","1"
"W02_WEAR_LIFE_GRIP","2000","2001","DTM — silhouette era","Bridgestone/other","race report/result/stint evidence","1"
"W02_WEAR_LIFE_GRIP","1982","1986","General Tire Mechanics","Pirelli","government technical report","1"
"W02_WEAR_LIFE_GRIP","1966","1971","NASCAR stock car — 1950-1971","Firestone","race report/result/stint evidence","1"
"W02_WEAR_LIFE_GRIP","1950","1959","Sports racing / prototypes — 1950-1963","Firestone","technical paper","1"
"W02_WEAR_LIFE_GRIP","1994","1996","GT2 / GTS — 1994-2004 sanction-specific","Dunlop","period race report / technical feature","1"
"W02_WEAR_LIFE_GRIP","1977","1981","Historic Racing Reference","Avon","technical paper","1"
"W02_WEAR_LIFE_GRIP","1960","1963","Sports racing / prototypes — 1950-1963","Michelin","period race report / technical feature","1"
"W02_WEAR_LIFE_GRIP","1997","2001","CART / Indy-car","Goodyear","technical paper","1"
"W02_WEAR_LIFE_GRIP","1982","1986","Group C","Bridgestone/other","period race report / technical feature","1"
"W02_WEAR_LIFE_GRIP","1967","1971","Formula 2 — 1967-1971","Pirelli","technical paper","1"
"W02_WEAR_LIFE_GRIP","2002","2010","DTM — silhouette era","Firestone","period race report / technical feature","1"
"W02_WEAR_LIFE_GRIP","1987","1991","General Tire Mechanics","Dunlop","technical paper","1"
"W02_WEAR_LIFE_GRIP","1972","1976","NASCAR stock car — 1972-1991","Avon","period race report / technical feature","1"
"W02_WEAR_LIFE_GRIP","1960","1963","Sports racing / prototypes — 1950-1963","Pirelli","supplier racing document","1"
"W02_WEAR_LIFE_GRIP","1997","1999","JGTC — 1994-1999 (GT1/GT2 terminology)","Firestone","peer-reviewed paper","1"
"W02_WEAR_LIFE_GRIP","1982","1986","Historic Racing Reference","Dunlop","supplier racing document","1"
"W02_WEAR_LIFE_GRIP","1966","1970","US GT / sports racing — pre-IMSA GT","Avon","peer-reviewed paper","1"
"W02_WEAR_LIFE_GRIP","2002","2003","CART / Indy-car","Pirelli","supplier racing document","1"
"W02_WEAR_LIFE_GRIP","1987","1991","Group C","Firestone","peer-reviewed paper","1"
"W02_WEAR_LIFE_GRIP","1972","1976","Formula 2 — 1972-1984","Dunlop","supplier racing document","1"
"W02_WEAR_LIFE_GRIP","1992","1996","General Tire Mechanics","Michelin","supplier racing document","1"
"W02_WEAR_LIFE_GRIP","1977","1981","NASCAR stock car — 1972-1991","Goodyear","peer-reviewed paper","1"
"W02_WEAR_LIFE_GRIP","1960","1965","Historic Racing Reference","Bridgestone/other","supplier racing document","1"
"W02_WEAR_LIFE_GRIP","1997","2001","Trans-Am — 1982-2001","Pirelli","peer-reviewed paper","1"
"W02_WEAR_LIFE_GRIP","1982","1986","Formula Ford — 1982-1992","Firestone","supplier racing document","1"
"W02_WEAR_LIFE_GRIP","1966","1969","Group 2 / ETCC — 1963-1969","Dunlop","government technical report","1"
"W02_WEAR_LIFE_GRIP","2005","2010","SUPER GT — 2005-2010","Avon","race report/result/stint evidence","1"
"W02_WEAR_LIFE_GRIP","1987","1991","Historic Racing Reference","Michelin","government technical report","1"
"W02_WEAR_LIFE_GRIP","1972","1976","IMSA GT — 1971-1981","Goodyear","race report/result/stint evidence","1"
"W02_WEAR_LIFE_GRIP","1950","1955","AAA Championship Car / Indianapolis","Bridgestone/other","government technical report","1"
"W02_WEAR_LIFE_GRIP","1994","1996","BPR Global GT","Pirelli","race report/result/stint evidence","1"
"W02_WEAR_LIFE_GRIP","1977","1981","Formula 2 — 1972-1984","Firestone","government technical report","1"
"W02_WEAR_LIFE_GRIP","1963","1965","Group 2 / ETCC — 1963-1969","Dunlop","race report/result/stint evidence","1"
"W02_WEAR_LIFE_GRIP","1997","2001","Formula 1 — 1990s radial slick/grooved transition","Bridgestone/other","government technical report","1"
"W02_WEAR_LIFE_GRIP","1982","1986","IMSA GTP","Pirelli","race report/result/stint evidence","1"
"W02_WEAR_LIFE_GRIP","1966","1971","General Racing Tire","Firestone","government technical report","1"
"W02_WEAR_LIFE_GRIP","2002","1972","Trans-Am — 1966-1972","Dunlop","race report/result/stint evidence","1"
"W02_WEAR_LIFE_GRIP","1987","1991","Formula Ford — 1982-1992","Avon","government technical report","1"
"W02_WEAR_LIFE_GRIP","1972","1975","Group 2 / ETCC — 1970-1975","Michelin","technical paper","1"
"W02_WEAR_LIFE_GRIP","1950","1959","Japanese GT / touring — pre-JGTC","Goodyear","period race report / technical feature","1"
"W02_WEAR_LIFE_GRIP","1992","1996","Historic Racing Reference","Bridgestone/other","technical paper","1"
"W02_WEAR_LIFE_GRIP","1977","1981","IMSA GT — 1971-1981","Pirelli","period race report / technical feature","1"
"W02_WEAR_LIFE_GRIP","1960","1965","USAC Championship Car / Indianapolis","Firestone","technical paper","1"
"W02_WEAR_LIFE_GRIP","1997","2001","FIA GT — 1997-2009","Dunlop","period race report / technical feature","1"
"W02_WEAR_LIFE_GRIP","1982","1986","Formula 3 — 1974-1986","Avon","technical paper","1"
"W02_WEAR_LIFE_GRIP","1966","1971","International rally — pre-WRC","Michelin","period race report / technical feature","1"
"W02_WEAR_LIFE_GRIP","2002","2010","Formula 1 — grooved-to-slick-return era","Goodyear","technical paper","1"
"W02_WEAR_LIFE_GRIP","1987","1991","IMSA GTP","Bridgestone/other","period race report / technical feature","1"
"W02_WEAR_LIFE_GRIP","1977","1981","Group 2 / ETCC — 1976-1981","Bridgestone/other","supplier racing document","1"
"W02_WEAR_LIFE_GRIP","1960","1965","Japanese GT / touring — pre-JGTC","Pirelli","peer-reviewed paper","1"
"W02_WEAR_LIFE_GRIP","1997","1974","Can-Am — original","Firestone","supplier racing document","1"
"W02_WEAR_LIFE_GRIP","1982","1986","IMSA GT — 1982-1993","Dunlop","peer-reviewed paper","1"
"W02_WEAR_LIFE_GRIP","2002","2009","FIA GT — 1997-2009","Michelin","peer-reviewed paper","1"
"W02_WEAR_LIFE_GRIP","1987","1990","Formula 3 — 1987-1990","Goodyear","supplier racing document","1"
"W02_WEAR_LIFE_GRIP","1972","1976","Rallycross — 1967-1981","Bridgestone/other","peer-reviewed paper","1"
"W02_WEAR_LIFE_GRIP","1950","1959","Formula 1 — early World Championship","Pirelli","supplier racing document","1"
"W02_WEAR_LIFE_GRIP","1993","1996","Le Mans Prototype transition","Firestone","peer-reviewed paper","1"
"W02_WEAR_LIFE_GRIP","1966","1971","Sports racing / prototypes — 1964-1971","Bridgestone/other","race report/result/stint evidence","1"
"W02_WEAR_LIFE_GRIP","2002","1974","Can-Am — original","Pirelli","government technical report","1"
"W02_WEAR_LIFE_GRIP","1987","1991","IMSA GT — 1982-1993","Michelin","race report/result/stint evidence","1"
"W02_WEAR_LIFE_GRIP","1972","1976","Historic Racing Reference","Goodyear","government technical report","1"
"W02_WEAR_LIFE_GRIP","1950","1959","Sports racing / prototypes — 1950-1963","Bridgestone/other","race report/result/stint evidence","1"
